ID,Category,Latitude,Longitude
425403076314201,OWASCO LAKE NEAR SUCKER BROOK NY,42.9005,-76.5288611
425606076251601,SKANEATELES LAKE PLATFORM,42.9181111,-76.4145556
431314077315901,IRONDEQUOIT BAY AT POINT PLEASANT NY,43.22059167,-77.5332333
431533076582101,SODUS BAY AT SAND POINT NY,43.2593,-76.9724806
431745118462300,MALHEUR LAKE - MAL-SE 2,43.29594444,-118.7729444
431826118465600,MALHEUR LAKE - MAL-SE,43.3072083,-118.7821417
431946118493601,MALHEUR LAKE - MESOCOSM 1,43.32930556,-118.8265833
431946118493602,MALHEUR LAKE - MESOCOSM 2,43.32930556,-118.8265833
431946118493603,MALHEUR LAKE - MESOCOSM 3,43.32930556,-118.8265833
431946118493604,MALHEUR LAKE - MESOCOSM 4,43.32930556,-118.8265833
431946118493605,MALHEUR LAKE - MESOCOSM 5,43.32930556,-118.8265833
431946118493606,MALHEUR LAKE - MESOCOSM 6,43.32930556,-118.8265833
431946118493607,MALHEUR LAKE - MESOCOSM 7,43.32930556,-118.8265833
431946118493608,MALHEUR LAKE - MESOCOSM 8,43.32930556,-118.8265833
431946118493609,MALHEUR LAKE - MESOCOSM 9,43.32930556,-118.8265833
431946118493610,MALHEUR LAKE - MESOCOSM 10,43.32930556,-118.8265833
432004118453400,MALHEUR LAKE - MAL-NE,43.33453056,-118.7594722
432034118494500,MALHEUR LAKE - MAL-SOUTH,43.28702778,-118.7685833
441022122193200,"BLUE RIVER LAKE NEAR BLUE RIVER, OR (WQM)",44.17319444,-122.3242222
444306122144600,"DETROIT LAKE AT LOG BOOM BEHIND DETROIT DAM, OR",44.7183194,-122.2461389
294643095035200,"Lynchburg Res nr CWA Canal Inflow nr Baytown, TX",29.7785861,-95.0644278
295826095082200,"Lk Houston S Union Pacific RR Bridge nr Houston,TX",29.97393333,-95.1393833
445400092462401,"LAKE ST. CROIX BELOW CATFISH BAR NEAR AFTON, MN",44.9,-92.7733333
450028092455801,"LAKE ST. CROIX BELOW LAKESIDE PARK AT BAYPORT, MN",45.00777778,-92.7661111
